Product Name,Brand Name,Price,Rating,Reviews,Review Votes
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,2,"I like the FM radio feature and charge cradle, but I switched back to a LG 450 flip phone that cost $20 less from best buyReception in weak signal areas not as good as the LG 450. Phone was on T-mobile networkbacklighting uneven on keypad. The number 9 is really bright on my phone.User manual is too small for a phone designed for older people. The manual is about the same size as the phone, so it fits in a small box for shipping. Manual doesn't explain the use of each button in a clear concise way.I couldn't get the alarm to repeat daily. Turning alarm off would cancel alarm for next day.",0
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,"I bouht this phone for my 82 year old mother who has macular degeneration, she loves it. It is very easy and she can see the big numbers for dialing and such.",1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,like your ad...love it!,1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,3,the charger did not work. My parents started using the cable directly to the phone,0
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,Have a family member who has ZERO interest in learning anything tech. Years ago gave her an old T-Mobile pre paid flip phone. I had kept it for years as a backup phone. To her it was perfect. She did not want to learn anything else. Problem was the phone and buttons were very small and getting hard for her. Ordered this and put her SIM in it and away it went. She loves it. It will do a lot of extra stuff if she ever decides she wants to learn. For now she loves how much larger the buttons are. Just dead simple to use which is all she wants.,1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,good quality phone,0
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,2,does not work well with T-Mobile. T-Mobile closes off some towers to non-T-Mobile phones.,1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,Screen size is good and easy to read. Sound could be a little louder but is okay. Settings are a little cryptic but get the job done with a few extra key stokes than really needed. I don't care for the way they setup the texting where you have to hit a button twice to get a capital letter then hit it again to turn off capitals. My other brand phone automatically capitalized the first letter after a period but this one does not. Still a good phone though and worth the money.,1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,This is like the 5th cellphone for my dad in less than a year. My dad always does all type of heavy labour work and in the process he always ends up destroying it in the process. Well my first impressions as i recieved the cellphone in the mail is the keypad. I really like that the numbers are huge and also the display is quite clear and crispy and simple to understand. He had no problem adjusting to this new device.It has a FM radio which does not need headphones to work it has a camera which is OK not the best but plausible. It has an SD slot for media. But it cannot play music nor the videos files they dont show up when i try search the folders in the memory. I like that it has an LED light to alert him of any notifications which is a plus and the ringtones are pretty loud too. Good pick for aging parents.,1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,This is a really great phone. I am visually impaired and have no problem with it. Will be getting another one for my partner.,1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,1,More complicated than I expected. Terrible reception. Too hard for my mom to use. Just frustrates her.,2
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,3,No internet,0
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,1,phone reception poor with incoming calls,1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,4,"Nice phone. Easy to read screen. I am a senior and not a tech so the learning curve was steep. The support at Jethro, however, made it easy. They were knowledgeable, easy to understand, patient, and so willing to help that I would recommend the phone because of them. The SOS button is a good feature and with my limited use as a telephone it is a much less expensive tool than a Life Line..",6
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,The sleek design and easy of use is what makes this phone really good. The large text is a plus,3
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,My husband loves it!! It is simple to use with large numbers. The simpler the better for him.,7
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,3,The only reason I gave it a 3 star is because it is a little hard for a elder person to use.,1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,"Even the instruction book is better than any I have ever had, but as a senior we need BIG print with the phone, not for your website as page 1 clearly tells us because seniors take instructions with them as we go places, especially traveling and there is not a computer readily at hand, remember we are not the laptop generation, just getting into tablets and they are often to small. Otherwise, so far so GREAT. Love the name, I ask my brother, do you have Jethro, when he is leaving.",11
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,"This phone was purchased for my father. I really like the features and for the price it is an excellent deal. It took me exactly 1 month to get everything working on the phone but the issue was not the phone it was me (my first unlocked phone) and Consumer Cellular. The manual that came with the phone is not that good and some things in the manual do not match the phone.I received a lot of help from Jethro. Jeffrey from Jethro is a godsend. He was extremely helpful and always had a cheerful voice. He called me, he sent me pictures, etc. He did whatever it took to help me with my issues even though it was obvious the problem was not on Jethro's end.I really like the phone but the 5 stars are for Jeffrey. I hope Jethro realizes what a great employee they have in him.",15
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,works good for 3G and above. Simple to use. No frills.,11
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,"Simple. Sleek. Minimalist. Accepts any Sim. The perfect back-up phone. Nice matte finish. Pretty emerald green notification light. A few cool alarms/ringtones.What could be improved:- Very limited space for messages. Will stop accepting txts after about 30. Even adding an SD card didn't help, so it wasn't programmed to utilize it for messages.- Camera worse than security footage. Why even bother?- Menu structure not intuitive.",0
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,2,Sounds like you are under water. It shuts off while you are on call.,0
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,1,"I was contacting Jethro customer service, because a couple of keys were sticking. As I was speaking the rep noticed I was breaking up to much, so he told me the phone was a 2G..and most likely did not work well in my area. So he was kind enough to send be a 3.5G phone model SC-628..This one seems to be working fine...so far but I must say it was the best customer service response to solve the issue....",1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,"[New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.A a nice phone, easy to operate and cost friendly. Its also light and so easily portable. You can use your micro sim and save your music and photos.",0
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,"everything was great. had a hard time getting the old SIM card to work with it, but Verizon hooked me up",0
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,3,"good phone for my 82 year old dad who wanted a camera, but probably wouldn't be able to deal with an iphone. Needs a memory card for the camera to work though. It's nice you can set speed dials.",0
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,1,"Bought this phone because it was supposedly able to work with Straighttalk or Tracfone. We put a Tracfone SIM card on board, bought a 30 buck Straighttalk minutes card, then discovered it is not compatible with Straighttalk and ther local Wally World wants at least 60 bucks for a SIM card kit that will work--supposedly. My daughter worked with it for about an hour and called every available number. No good. She is expert with today's high tech. The cheaper Tracfone card is available, and I'll ask my daughter to take another try when she has time, but she has her own job and family to take care of. As another point, the only way the manual is of any use at all is to download it as a PDF and print the regular pages. Otherwise, it's +3 readers and a 3 strength magnifying glass. No, I wouldn't recommend this to anyone, but most particularly not for other elderly people (I'm ready to turn 78).",1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,"Met expectations, easy to use, gave as gift veto elderly relative. She loves it.",1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,I bought this phone for my 91 year old aunt. It seems very easy for to use. Would certainly recommend it. Purchased another brand senior phone same price that didn't last 2 weeks due to quality of phone screen,1
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,I received my product.,0
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,Good phone for elderly people.,4
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,79.99,5,Bought for my mom! She loves it!,8
