Product Name,Brand Name,Price,Rating,Reviews,Review Votes
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,292.98,5,"very easy to use, clean design and the camera is great :) A+++ fast shipping!!!",0
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,292.98,4,"Review after 4 days:Pro:-Speakers are bananas-Pulling down the top bar shows a quick preview. Pull down again to show more settings.-Speakers on both sides (on top and bottom).-Battery is fantastic upon buying (great once you start downloading apps). Usually, l phones drain at an average rate and then at 20% it magically drops to 0 in no time. This drains slowly without magical drops even when I have WiFi on and using Spotify and pinterest at the same time at 4%. Good stuff.-Less bloatware: Avg antivirus, Facebook, twitter, chrome, drive, google+, hangouts, weather, WiFi transfer, adobe reader, (NFC) tags, radio, WiFi display, YouTube.-Design of app buttons - not outdated looking.-Pros say the display is meh but it looks good to me.-Double tap screen to wake up. Good if laying flat so you don't have to pick up to press power button.-Don't need to sign in password to access basic pull down settings.-If your phone dies, all the apps open when you turn on, like a computer. Nice-You can uninstall factory apps that are not run by Google. Deleted FB and Twitter, but can't delete YouTube. (Almost) for the win.Meh:-Music: songs overlap 5 secs so you know what song is next.-Camera is acceptable.-Option to pick up in any orientation. I don't need this feature but if your oober lazy/clumsy I guess this could work for you.-Power button is on left and volume is on right. Weird but okay.-Quick access to certain buttons when wake up from sleep like camera, messages, etc.Con:-UI is not intuitive like Apple/Samsung.-Lacks a lot of settings options. No universal settings button like on Samsung.-There's no main home page like on Samsung; when you press the home button, it goes to the last page you were on.-Design of buttons: instead of a backwards play button for 'go back' it is an upside down triangle. Home is a circle instead of a house. Showing all open apps is a square. As a designer, this bugs me because they have no correlation...unless they do corrolate in China.-A sealed battery.-Bottom button bar takes up far too much space and makes screen smaller.-Have to tap each text to the time stamp.-About 4 hrs after unboxing, checked music settings and pressing a song to play in library, it often skips over that song. Sometimes over 1, sometimes as much as six. O thought maybe it was the file type but if you press the backward button (next to pause, not the main), or select play next in queue and press fast forward, it will play. Annoying. Hopefully putting the songs I want into playlists will solve this, unless it skips those too.All in all, acceptable for under $200 compared to iPhone and samsung. I mean really, we are all spoiled. All you really need is call, text, and camera. Use a tablet or computer for all the app bull. Would still rather my SG-S4 because of the user interface, but I get what I need here. (My S4 just up and died on me. Won't turn on. Survived for 3 wks without it)",1
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,292.98,5,"I know this may sound funny to many people, but this phone reminds me a lot of iPhone 6. They both have similar dimension and the same screen size. The Idol 3's build quality is very good and it just doesn't feel like a budget phone. I absolutely love the screen for its resolution and color. This came from someone who have used LG G4 and Motorola Moto X and Moto G. This phone is not the fastest out there but it is smooth enough for every day use. I didn't experience any delay so far unlike BLU Life One 4G LTE (2015) which I returned for sluggish performance. I would recommend Alcatel ONETOUCH IDOL 3 4.7"" to anyone who doesn't like all those huge 5.5"" phones out there but rather has a small easy to handle phone.",2
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,292.98,2,"Lasted less than a month.I went to sleep one night with the phone on the included USB charger. When I woke up, I noticed it was glitching very badly between my PIN lock screen and the home screen dashboard. My touches did not register. I couldn't even make it go into a hard reset.Fast forward one hour later -- it had stopped holding a charge. The phone died pretty hard and at a time I was least expecting it.Fast forward some more -- I attempt to RMA the phone. Their website isn't very intuitive when it comes to finding a repair center. Eventually I find their US repair center. I start filling out the forms, but then I realized I couldn't grab my phone's IMEI and chalked it up as a $175+ loss. Fortunately I have the budget to grab a new phone, but that's still a lot of money to spend on a phone just to have it stop working after a month of moderate use.It's a shame, because for the price, it's a snappy little phone. I liked their UI, and it was fairly close to stock Android. Way better than anything with Touchwiz shoved on it, that's for sure. The camera wasn't that great, but I was willing to live with that. I may grab another one just because I liked the UI so much, but I am going to be very weary and much more proactive about keeping the proper warranty info.Maybe it would just be worth getting a Moto G instead.",1
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,292.98,5,"Exceptional phone for the price. Lightweight, thin, bright screen. loud and clear speakers front speakers. Process is reasonably responsive. Works with your Google voice number, unlike Asus Zenfone 2.",3
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,292.98,5,"This phone is great for anyone looking for an inexpensive, yet high performing, smartphone.",1
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,292.98,5,"Pros-Smooth Performance-All Day Battery Life-Excellent Build Quality-Good Quality Screen-NFC (Android Pay Compatible)-Decent Camera-MicroSD ExpansionCons-Awkward Button Placement-Squeaky Vibrating Motor-Updates not guaranteed-No Gorilla GlassShould you buy: YESActual Value: $220I loved my Moto G. It made me always question why people spend over $600 on phones when a $200 could work just as well. With the new Moto G, I was willing to buy it right on the spot. But what turned me off was the nearly 3 weeks I’d have to wait for one to be delivered. So I started my search for the next best phone under $200, which lead me to this phone. I’ve had some experience with Alcatel phones, so I didn’t have much expectations with this phone. That being said, I’ve had a couple of days with it and I can say with absolute confidence that I love it.-Design-This is one light phone. I’m starting with that because you have no idea how light it is until you hold it in your hand. I actually thought for a moment that the battery wasn’t inside it yet. But it is pleasant to hold in the hand. The design is all plastic, so don’t expect anything premium on this phone like metal. But it is solidly built, rivaling even the Galaxy S5 in build quality. Speaking of which, this phone is lighter and slimmer than the S5. If the phone were sold for more money, I’d still be satisfied. It’s not just good build quality for the price. It’s excellent build quality. Period. The chrome accent is a nice touch and the speaker grills are slightly angled towards the phone, which add a bit of sparkle to an otherwise black phone. No soft touch plastic on this phone, but it does land on a middle ground where the plastic is nice to touch and is resistant to fingerprints. The design is completely symmetrical, which is important for a certain feature that is unique to it. I’d love it even more if it were available in a different color such as white, but that is personal preference. Overall, I can’t find much to complain; especially for the low $180 price.-Performance-If you have seen the Moto G’s specs, you’re pretty much getting the same hardware. It uses a Snapdragon 410, 720p display, microSD expansion, Android Lollipop, and even the same camera module (Sony IMX 214). However, there are a few key difference that make this a better phone than the Moto G. For instance, this phone has 1.5 GB of RAM (Moto G=1GB), actual front facing stereo speakers, a 4.7” compared to the 5”, NFC, and 16GB of storage(Moto G=1GB). In benchmarks, I have gotten similar results to the Moto G in both CPU and graphic performance. But benchmarks are only one side of the performance experience. The other is daily user experience. Based on the couple of days with it and after installing many apps, I can tell you that this phone is snappy. It’s not as fast as the current flagship lineup, but it never lags or clips the graphics. Apps open relatively quickly and the animations are smooth, as well as the transitions from one app to another. In my testing of multitasking ability, it opened Chrome, Angry Birds, Pokemon Puzzle, and YouTube with no lag and each app open where I left them off. Opening more will force the phone to suspend one of those apps to save RAM, but 4 apps at once without closing is pretty good for the cost. Games also perform good, as long as you have reasonable expectations. 2D games such as Angry Birds, Pokemon Puzzle, and Clash of Clans run smoothly and without an issue. Other games like Asphalt 8 and Real Racing 3 will run smooth, but not at the highest quality setting. But that’s to be expected from a midrange phone. Signal quality is good. I was able to get 62 Mbps download speed and 8 Mbps upload on T-Mobile’s 4G LTE around Pasadena, CA. Thanks to band 12 support, cell signal in buildings is good with the signal almost never going under 3 bars. The speakers are also amazingly good and loud, coming close to matching HTC’s Boomsound phone speakers thanks to the help from JBL. Overall, it performs close to flagship specs, albeit a bit slower. Most people should be happy with this phone.-Display-The phone itself has a beautiful HD display with a 312 PPI (note that the iPhone 6 has a 324 PPI) and it is advertise as being calibrated by Technicolor. While they aren’t at the S6’s quality display, it does come close. The display has a nice color calibration, with vivid colors and nice blacks and whites. It is also bright enough for using even in direct sunlight and the good contrast means you can clearly see what you are doing. It isn’t perfect since there are a couple of issues. The colors do have a VERY slight cool tone, meaning that the whites do have a TINY bit of blue to them. Another small issue is that there is a slight amount of light bleed on one side of the displace. But it isn’t noticeable in daily use and it is good for the price of the phone. One crucial one is the fact that they aren’t using Gorilla glass on this display, opting for the more discreet Dragontrail Glass. Since this is going to be my daily driver, I didn’t want to test the toughness (if Alcatel provides me a unit, I’d gladly test it) but I’ve looked into it and it trades scratch resistance for toughness. It might be easier to scratch it, but it is more resistant to shock. Only time will tell and I will update this review as time moves on.-Camera-The camera is a back-facing 13 MP camera and a front, wide angle 5 MP camera. The rear camera uses a Sony Exmor IMX 214, which is the same unit found in the new Moto G and the more expensive Nexus 6. The results are mixed though. On one side, outdoor pictures are good. Whenever there is good lighting such as outside or a well lit room, the pictures do come out high quality with colors mostly accurate and the camera absorbing a lot of details. However, during the night, the picture quality takes a hit, with the camera struggling to get any details from the lack of light. It will get some details if they is ANY type of light, but not much. The lack of OIS also contributes to this issue, but there is no phone with OIS at this price range at the moment. The flash is okay, but since it isn’t a dual tone unit, the light tends to overflow and photos tend to lose their details. Videos are also a similar story, with good lighting providing good results and the opposite being true. There is EIS, but the effect isn’t that noticeable and it doesn’t really help with the quality. This isn’t a camera you’re going to use for important, memorable moments. But for things that most people use, like Facebook, Twitter, and Instagram, it works great. This is especially true for the front facing camera, with the selfie cam grabbing a lot of details, provided there is good amount of light.-Software-This is basically running a close to stock version of Android Lollipop. It is running version 5.0.2 with a Stagefright patch already added to protect the phone from foreign attacks. There are a few changes to the software. For instance, the icons look like similar to the iPhone, which can be both a good and bad thing, depending on whether you love or hate that style. Other than that, everything works just like stock Android. Except for one feature that I’m surprised isn’t universal to all phones. That is the fact that this phone is reversible. It doesn’t sound as exciting as fingerprint sensor, but it is a rather practical and underrated feature. I’ve answered the phone to test the sound quality and it wasn’t until after I hung up that I realized the phone was upside down. It sounds equally good on either orientation and it is brilliant. Of course, if you don’t like this (for some reason) there is always the option to turn it off. Overall, the light touch that Alcatel added onto Android hasn’t hurt it much and any problems can be easily fixed.-Conclusion-I wasn’t expecting to get a high quality phone, especially after my experience with an old model that I can’t even remember the name. But Alcatel did deliver a high quality experience and an astonishing device. It does have some compromises, but Alcatel chose them wisely and the overall result is great. There is a couple of phones that compete in this range, but the biggest one is the Moto G. Is this better? Yes and no. For power users, I would still recommend the high end Moto G because of the extra RAM or even a OnePlus One, which is on sale now for $299. But if it must be under $200, like for college students like me, this beats the $179 low end Moto G due to the higher quality speakers, display, NFC, and the slightly more RAM. This phone helps to answer the question: Do people really need to spend over $800 on a phone to get a high quality experience? The answer for most people is no. They don’t. There is a market for people who need to have the latest and greatest with all the new extras like fingerprint sensor and DSLR-like quality cameras. But for the rest of us, there are phone that does what we ask from it and reasonably well not just for the price, but just overall. If you are on the fence and frustrated from searching like I was, let me help you. Go for this phone and you won’t be disappointed.",30
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,292.98,2,The rubber inner-sleeve does not look good on the phone.,0
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,292.98,5,"So far so good, awesome speakers on a little phone, can't beat the price",0
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,292.98,5,"As of late I've been on something of a ""phone journey"". I first purchased an Idol 3 5.5"", but the phone was just too darn big to be practical (at least for me). I returned it, and then picked up the new Moto G 2015 (which I also did a review on). It was an excellent phone, but in the end I discovered it was missing some key features that I really needed in a daily driver device.First, the Moto G was missing a notification LED. Sure, some of you may think ""who cares, it has Moto display"", but there are times where this just isn't optimal. When the phone was on my desk and I happened to miss a notification (which normally flashed 3 times, but sometimes just once, probably bugged), to find out I even had one I had to either 1.) reach across the desk and wave my hand over the device, 2.) pick it up which would activate the screen (which didn't always work, either), or 3.) physically hit the power button. A notification LED eliminates the need for all of that fuss. That light is going to blink until I check/clear my notifications, for me this is PERFECT!Moto G is also missing a gyroscope. Not overly important to me (most of the time), but this is useful for things such as 360 degree YouTube videos, certain games, etc. Another win for Alcatel!Moto G doesn't include a magnetometer. Wanna use a compass app on the Moto G? Too bad, so sad. Alcatel 3 - Motorola 0.No NFC on the Moto G. Wanna pay using Android Pay in the future? Well, you can't do that with the Moto G! Idol 3 strikes again!Only 8GB internal storage on the similarly priced Moto G. What's that? You want 16GB for 179.99? Don't worry, Alcatel has you covered.Moto G only offers 1GB RAM on the 179.99 model. While 1GB is ""sufficient"" with careful usage, I'll gladly take 1.5GB for the same price, thanks Idol 3!The screen. While their resolutions are the same (1280 x 720), the Idol 3 4.7"" sports a 312 PPI pixel density, while the Moto G only comes in at 294. More pixels? More clarity? Yup! I'll take it!Dual front facing speakers with JBL sound? They sound absolutely amazing. The Moto G at least had the decency to have its only speaker on the front, but there is zero contest here. These speakers sound just as good as the ones from the 5.5"" Idol 3!While there are more positives, I just wanted to lay out the comparisons between the Idol 3 4.7"" and the Moto G 2015 1GB model, as these are the most often compared devices. In my honest opinion, there is zero contest between the two and I feel that Alcatel did an amazing job on this device. At first I was a bit leery of the 1.2Ghz Quad Core CPU, but I've had zero issues with lollipop and everything is buttery smooth! I fully recommend this to anyone, as it is well worth the price of admission!",18
